recall,precision
0.00102880658436214,1.0
0.00205761316872428,1.0
0.0030864197530864196,1.0
0.00411522633744856,1.0
0.0051440329218107,1.0
0.0051440329218107,1.0
0.006172839506172839,1.0
0.00720164609053498,1.0
0.00823045267489712,1.0
0.009259259259259259,1.0
0.0102880658436214,1.0
0.01131687242798354,1.0
0.012345679012345678,1.0
0.013374485596707819,1.0
0.01440329218106996,1.0
0.015432098765432098,1.0
0.01646090534979424,1.0
0.01748971193415638,1.0
0.018518518518518517,1.0
0.01954732510288066,1.0
0.0205761316872428,1.0
0.021604938271604937,1.0
0.02263374485596708,1.0
0.023662551440329218,1.0
0.024691358024691357,1.0
0.0257201646090535,1.0
0.026748971193415638,1.0
0.027777777777777776,1.0
0.02880658436213992,1.0
0.029835390946502057,1.0
0.030864197530864196,1.0
0.03189300411522634,1.0
0.03292181069958848,1.0
0.033950617283950615,1.0
0.03497942386831276,1.0
0.0360082304526749,1.0
0.037037037037037035,1.0
0.03806584362139918,1.0
0.03909465020576132,1.0
0.040123456790123455,1.0
0.0411522633744856,1.0
0.04218106995884774,1.0
0.043209876543209874,1.0
0.044238683127572016,1.0
0.04526748971193416,1.0
0.046296296296296294,1.0
0.047325102880658436,1.0
0.04835390946502058,1.0
0.04938271604938271,1.0
0.050411522633744855,1.0
0.051440329218107,1.0
0.05246913580246913,1.0
0.053497942386831275,1.0
0.05452674897119342,1.0
0.05555555555555555,1.0
0.056584362139917695,1.0
0.05761316872427984,1.0
0.05761316872427984,0.9824561403508771
0.05864197530864197,0.9827586206896551
0.059670781893004114,0.9830508474576272
0.060699588477366256,0.9833333333333333
0.06172839506172839,0.9836065573770492
0.06275720164609054,0.9838709677419355
0.06378600823045268,0.9841269841269841
0.06481481481481481,0.984375
0.06584362139917696,0.9846153846153847
0.0668724279835391,0.9848484848484849
0.06790123456790123,0.9850746268656716
0.06893004115226338,0.9852941176470589
0.06995884773662552,0.9855072463768116
0.07098765432098765,0.9857142857142858
0.0720164609053498,0.9859154929577465
0.07304526748971193,0.9861111111111112
0.07407407407407407,0.9863013698630136
0.07510288065843622,0.9864864864864865
0.07613168724279835,0.9866666666666667
0.07716049382716049,0.9868421052631579
0.07818930041152264,0.987012987012987
0.07921810699588477,0.9871794871794872
0.08024691358024691,0.9873417721518988
0.08127572016460906,0.9875
0.0823045267489712,0.9876543209876543
0.0823045267489712,0.9876543209876543
0.08333333333333333,0.9878048780487805
0.08436213991769548,0.9879518072289156
0.08539094650205761,0.9880952380952381
0.08641975308641975,0.9882352941176471
0.0874485596707819,0.9883720930232558
0.08847736625514403,0.9885057471264368
0.08950617283950617,0.9886363636363636
0.08950617283950617,0.9886363636363636
0.09053497942386832,0.9887640449438202
0.09156378600823045,0.9888888888888889
0.09259259259259259,0.989010989010989
0.09362139917695474,0.9891304347826086
0.09465020576131687,0.989247311827957
0.09567901234567901,0.9893617021276596
0.09670781893004116,0.9894736842105263
0.09773662551440329,0.9895833333333334
0.09876543209876543,0.9896907216494846
0.09979423868312758,0.9897959183673469
0.10082304526748971,0.98989898989899
0.10185185185185185,0.99
0.102880658436214,0.9900990099009901
0.10390946502057613,0.9901960784313726
0.10493827160493827,0.9902912621359223
0.10596707818930041,0.9903846153846154
0.10699588477366255,0.9904761904761905
0.10802469135802469,0.9905660377358491
0.10905349794238683,0.9906542056074766
0.10905349794238683,0.9906542056074766
